Created,Caller,Noise Postode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
18/05/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
18/05/2022,LS1 ,LS1 4,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS27 ,LS27 9,SHOUTING,Out ofHours,Out ofHours
19/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS12 ,LS12 5,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
19/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS15 ,LS15 4,DOG BARKING,Out ofHours,Out ofHours
19/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS19,LS197,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS6 ,LS6 1,TV,Out ofHours,Out ofHours
19/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS17 ,LS17 6,PARTY,Out ofHours,Out ofHours
19/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
19/05/2022,LS6 ,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/05/2022,LS12 ,LS12 3,OTHER,Out ofHours,Out ofHours
20/05/2022,LS13 ,LS13 4,SHOUTING,Out ofHours,Out ofHours
20/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
20/05/2022,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS7 ,LS7 3,DIY,Out ofHours,Out ofHours
20/05/2022,LS1 ,LS1 4,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS9 ,LS9 7,OTHER,Out ofHours,Out ofHours
20/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS1 ,LS1 4,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
20/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS13 ,LS13 2,PARTY,Out ofHours,Out ofHours
20/05/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS25 ,LS25 1,PARTY,Out ofHours,Out ofHours
20/05/2022,LS17 ,LS17 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/05/2022,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
20/05/2022,LS13 ,LS13 4,SHOUTING,Out ofHours,Out ofHours
20/05/2022,LS6,LS61,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS17 ,LS17 7,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS11 ,LS11 9,SHOUTING,Out ofHours,Out ofHours
20/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
20/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
21/05/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS2 ,LS2 8,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
21/05/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
21/05/2022,LS17 ,LS17 7,PARTY,Out ofHours,Out ofHours
21/05/2022,LS17 ,LS17 7,PARTY,Out ofHours,Out ofHours
21/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
21/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
21/05/2022,LS5,LS53,MUSIC,Out ofHours,Out ofHours
21/05/2022,WF3 ,WF3 3,OTHER,Out ofHours,Out ofHours
21/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS26 ,LS26 8,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS11 ,LS11 7,PARTY,Out ofHours,Out ofHours
21/05/2022,LS17 ,LS17 6,OTHER,Out ofHours,Out ofHours
21/05/2022,LS4 ,LS4 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/05/2022,LS1 ,LS1 4,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS10 ,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS28 ,LS28 9,PARTY,Out ofHours,Out ofHours
21/05/2022,LS17 ,LS17 6,PARTY,Out ofHours,Out ofHours
21/05/2022,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/05/2022,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS26 ,LS26 8,PARTY,Out ofHours,Out ofHours
21/05/2022,LS28 ,LS28 8,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
21/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS16 ,LS16 7,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS26 ,LS26 0,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS13 ,LS13 1,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS28 ,LS28 8,SHOUTING,Out ofHours,Out ofHours
21/05/2022,LS8 ,LS8 5,PARTY,Out ofHours,Out ofHours
21/05/2022,LS28 ,LS28 8,PARTY,Out ofHours,Out ofHours
21/05/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
21/05/2022,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
21/05/2022,LS7 ,LS7 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS26 ,LS26 8,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS14 ,LS14 5,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS26 ,LS26 8,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
22/05/2022,LS26 ,LS26 8,PARTY,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
22/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS11 ,LS11 7,PARTY,Out ofHours,Out ofHours
22/05/2022,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/05/2022,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
22/05/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
22/05/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
22/05/2022,WF3 ,WF3 1,TV,Out ofHours,Out ofHours
23/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS27 ,LS27 9,PARTY,Out ofHours,Out ofHours
23/05/2022,LS7 ,LS7 4,SHOUTING,Out ofHours,Out ofHours
23/05/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS10 ,LS10 4,PARTY,Out ofHours,Out ofHours
23/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
23/05/2022,LS25 ,LS25 4,OTHER,Out ofHours,Out ofHours
23/05/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/05/2022,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
23/05/2022,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS12 ,LS12 1,SHOUTING,Out ofHours,Out ofHours
23/05/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS8 ,LS8 2,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS12 ,LS12 4,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS11 ,LS11 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/05/2022,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS16 ,LS16 7,MUSIC,Out ofHours,Out ofHours
23/05/2022,LS14 ,LS14 6,TV,Out ofHours,Out ofHours
24/05/2022,LS10 ,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/05/2022,LS14 ,LS14 5,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS26 ,LS26 8,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS26 ,LS26 8,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
24/05/2022,LS12 ,LS12 1,SHOUTING,Out ofHours,Out ofHours
24/05/2022,LS13 ,LS13 2,TV,Out ofHours,Out ofHours
24/05/2022,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
24/05/2022,LS28 ,LS28 9,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS14 ,LS14 5,MUSIC,Out ofHours,Out ofHours
24/05/2022,LS10 ,LS10 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/05/2022,LS10 ,LS10 1,DIY,Out ofHours,Out ofHours
24/05/2022,LS16 ,LS16 5,DIY,Out ofHours,Out ofHours
24/05/2022,LS10 ,LS10 1,TV,Out ofHours,Out ofHours
25/05/2022,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
25/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
25/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS6 ,LS6 2,SHOUTING,Out ofHours,Out ofHours
25/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
25/05/2022,LS13 ,LS13 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/05/2022,LS11 ,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/05/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS11 ,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/05/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS14 ,LS14 6,TV,Out ofHours,Out ofHours
25/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS3 ,LS3 1,PARTY,Out ofHours,Out ofHours
25/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
25/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
25/05/2022,WF3 ,WF3 3,DOG BARKING,Out ofHours,Out ofHours
26/05/2022,LS10 ,LS10 1,ALARM,Out ofHours,Out ofHours
26/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS10 ,LS10 1,DIY,Out ofHours,Out ofHours
26/05/2022,LS13 ,LS13 2,TV,Out ofHours,Out ofHours
26/05/2022,LS3 ,LS3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/05/2022,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS19 ,LS19 7,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS12 ,LS12 5,SHOUTING,Out ofHours,Out ofHours
26/05/2022,LS18 ,LS18 4,SHOUTING,Out ofHours,Out ofHours
26/05/2022,LS6,LS63,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
26/05/2022,LS10 ,LS10 1,DIY,Out ofHours,Out ofHours
26/05/2022,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
26/05/2022,LS10 ,LS10 1,TV,Out ofHours,Out ofHours
26/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
26/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
27/05/2022,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
27/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
27/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS27 ,LS27 1,SHOUTING,Out ofHours,Out ofHours
27/05/2022,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS13 ,LS13 2,OTHER,Out ofHours,Out ofHours
27/05/2022,WF3 ,WF3 2,DIY,Out ofHours,Out ofHours
27/05/2022,LS11 ,LS11 9,PARTY,Out ofHours,Out ofHours
27/05/2022,LS16 ,LS16 5,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS9 ,LS9 6,PARTY,Out ofHours,Out ofHours
27/05/2022,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS5 ,LS5 3,PARTY,Out ofHours,Out ofHours
27/05/2022,LS28 ,LS28 7,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
27/05/2022,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS18 ,LS18 4,PARTY,Out ofHours,Out ofHours
27/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
27/05/2022,LS12 ,LS12 5,DOG BARKING,Out ofHours,Out ofHours
27/05/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS16,LS162,MUSIC,Out ofHours,Out ofHours
27/05/2022,LS15 ,LS15 8,PARTY,Out ofHours,Out ofHours
28/05/2022,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
28/05/2022,LS11 ,LS11 8,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS11 ,LS11 7,SHOUTING,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
28/05/2022,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 2,SHOUTING,Out ofHours,Out ofHours
28/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS13 ,LS13 2,DOG BARKING,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
28/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS27 ,LS27 0,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS9 ,LS9 0,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS12 ,LS12 2,PARTY,Out ofHours,Out ofHours
28/05/2022,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS16 ,LS16 5,PARTY,Out ofHours,Out ofHours
28/05/2022,LS13 ,LS13 2,PARTY,Out ofHours,Out ofHours
28/05/2022,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS13 ,LS13 2,SHOUTING,Out ofHours,Out ofHours
28/05/2022,LS14 ,LS14 1,SHOUTING,Out ofHours,Out ofHours
28/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
28/05/2022,LS11 ,LS11 1,PARTY,Out ofHours,Out ofHours
28/05/2022,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/05/2022,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
28/05/2022,LS17 ,LS17 6,OTHER,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
29/05/2022,LS18 ,LS18 4,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS5 ,LS5 2,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS10 ,LS10 4,SHOUTING,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/05/2022,LS13 ,LS13 4,PARTY,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
29/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/05/2022,LS11 ,LS11 6,DOG BARKING,Out ofHours,Out ofHours
29/05/2022,LS17 ,LS17 5,DIY,Out ofHours,Out ofHours
29/05/2022,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS11 ,LS11 6,DOG BARKING,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS9 ,LS9 8,OTHER,Out ofHours,Out ofHours
29/05/2022,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS10 ,LS10 2,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS27 ,LS27 8,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/05/2022,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS10 ,LS10 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/05/2022,LS14 ,LS14 2,DIY,Out ofHours,Out ofHours
29/05/2022,LS14 ,LS14 6,PARTY,Out ofHours,Out ofHours
29/05/2022,LS11 ,LS11 9,SHOUTING,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
29/05/2022,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
30/05/2022,LS14 ,LS14 6,PARTY,Out ofHours,Out ofHours
30/05/2022,LS11 ,LS11 9,SHOUTING,Out ofHours,Out ofHours
30/05/2022,LS16 ,LS16 5,DIY,Out ofHours,Out ofHours
30/05/2022,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
30/05/2022,LS27 ,LS27 8,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
30/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
30/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
30/05/2022,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
30/05/2022,LS2 ,LS2 7,OTHER,Out ofHours,Out ofHours
30/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
30/05/2022,LS8 ,LS8 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
30/05/2022,LS6 ,LS6 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/05/2022,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
