Created1,CallerPostcode,AccusedPostcode,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
21/03/2023,LS23 6,LS23 6,TV,Out ofHours,Out ofHours
21/03/2023,LS17 6,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS15 0,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS11 0,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/03/2023,LS22 5,LS22 5,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS8 3,LS8 3,TV,Out ofHours,Out ofHours
21/03/2023,LS10 1,LS10 1,TV,Out ofHours,Out ofHours
21/03/2023,LS4 2,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS4 2,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS10 3,LS10 3,SHOUTING,Out ofHours,Out ofHours
21/03/2023,LS11 6,LS11 6,TV,Out ofHours,Out ofHours
21/03/2023,LS20 9,LS20 9,LOUD MUSIC,Out ofHours,Out ofHours
21/03/2023,LS16 5,LS16 5,SHOUTING,Out ofHours,Out ofHours
22/03/2023,LS2 9,LS2 9,OTHER,Out ofHours,Out ofHours
22/03/2023,LS6 3,LS6 3,SHOUTING,Out ofHours,Out ofHours
22/03/2023,LS27 9,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/03/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
22/03/2023,LS27 7,LS27 7,DOG BARKING,Out ofHours,Out ofHours
22/03/2023,LS15 0,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
22/03/2023,LS27 8,LS27 8,SHOUTING,Out ofHours,Out ofHours
22/03/2023,LS8 5,LS8 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/03/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
22/03/2023,LS2 9,,OTHER,Out ofHours,Out ofHours
22/03/2023,LS8 1,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
22/03/2023,LS8 3,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS4 2,LS4 2,DOG BARKING,Out ofHours,Out ofHours
23/03/2023,LS8 1,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS11 6,,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS22 5,LS22 5,SHOUTING,Out ofHours,Out ofHours
23/03/2023,LS6 3,,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS27 7,LS27 7,DOG BARKING,Out ofHours,Out ofHours
23/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS16 5,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/03/2023,LS13 4,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS13 4,,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS22 5,LS22 5,SHOUTING,Out ofHours,Out ofHours
23/03/2023,LS16 7,LS16 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/03/2023,LS11 0,,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/03/2023,LS28 7,LS28 7,SHOUTING,Out ofHours,Out ofHours
23/03/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
23/03/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
24/03/2023,BD11 1,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS12 3,LS12 3,SHOUTING,Out ofHours,Out ofHours
24/03/2023,LS19 6,LS19 6,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS7 3,,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS2 8,LS2 8,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS27 9,LS27 9,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS16 5,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/03/2023,LS8 5,LS8 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/03/2023,LS7 1,LS7 1,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS11 6,LS11 6,PARTY,Out ofHours,Out ofHours
24/03/2023,,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
24/03/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
25/03/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
25/03/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS6 2,LS6 2,PARTY,Out ofHours,Out ofHours
25/03/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
25/03/2023,LS27 9,LS27 9,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS6 1,,SHOUTING,Out ofHours,Out ofHours
25/03/2023,LS12 4,LS12 4,DOG BARKING,Out ofHours,Out ofHours
25/03/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS12 3,,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/03/2023,LS17 9,LS17 9,DIY,Out ofHours,Out ofHours
25/03/2023,LS12 5,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS9 8,,OTHER,Out ofHours,Out ofHours
25/03/2023,LS10 3,LS10 3,DOG BARKING,Out ofHours,Out ofHours
25/03/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS27 9,,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS10 4,LS10 4,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/03/2023,LS26 0,LS26 0,DOG BARKING,Out ofHours,Out ofHours
25/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS14 5,LS14 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/03/2023,LS10 1,LS10 1,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS12 1,,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS8 3,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS27 9,,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS6 4,LS6 4,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS2 9,LS2 9,PARTY,Out ofHours,Out ofHours
25/03/2023,LS7 1,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/03/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
25/03/2023,LS2 9,LS2 9,PARTY,Out ofHours,Out ofHours
26/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS28 9,LS28 9,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS14 5,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS23 6,LS23 6,SHOUTING,Out ofHours,Out ofHours
26/03/2023,LS10 1,LS10 1,PARTY,Out ofHours,Out ofHours
26/03/2023,LS8 1,,PARTY,Out ofHours,Out ofHours
26/03/2023,LS13 4,LS13 4,DIY,Out ofHours,Out ofHours
26/03/2023,LS17 7,LS17 7,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,WF3 2,WF3 2,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,,WF3 2,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS9 8,,OTHER,Out ofHours,Out ofHours
26/03/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS27 7,LS27 7,DOG BARKING,Out ofHours,Out ofHours
26/03/2023,LS7 2,LS7 2,OTHER,Out ofHours,Out ofHours
26/03/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/03/2023,LS17 5,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/03/2023,LS11 7,LS11 7,SHOUTING,Out ofHours,Out ofHours
26/03/2023,LS21 1,LS21 1,DOG BARKING,Out ofHours,Out ofHours
26/03/2023,LS26 0,LS26 0,DOG BARKING,Out ofHours,Out ofHours
26/03/2023,LS16 7,LS16 7,DIY,Out ofHours,Out ofHours
26/03/2023,,WF3 2,SHOUTING,Out ofHours,Out ofHours
26/03/2023,LS13 2,LS13 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/03/2023,LS7 1,LS2 7,LOUD MUSIC,Out ofHours,Out ofHours
26/03/2023,LS10 1,LS10 1,SHOUTING,Out ofHours,Out ofHours
27/03/2023,LS8 1,LS8 1,PARTY,Out ofHours,Out ofHours
27/03/2023,LS12 3,LS12 3,SHOUTING,Out ofHours,Out ofHours
27/03/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/03/2023,LS27 8,LS27 8,LOUD MUSIC,Out ofHours,Out ofHours
27/03/2023,LS8 2,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
27/03/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
27/03/2023,LS10 1,LS10 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/03/2023,LS6 3,,DIY,Out ofHours,Out ofHours
27/03/2023,LS9 7,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/03/2023,LS17 6,LS17 6,OTHER,Out ofHours,Out ofHours
27/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
27/03/2023,LS6 4,LS6 4,LOUD MUSIC,Out ofHours,Out ofHours
27/03/2023,LS11 0,LS11 0,SHOUTING,Out ofHours,Out ofHours
27/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
27/03/2023,LS6 2,LS6 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/03/2023,LS12 5,LS12 5,SHOUTING,Out ofHours,Out ofHours
27/03/2023,LS6 1,LS6 1,SHOUTING,Out ofHours,Out ofHours
27/03/2023,LS14 1,,DOG BARKING,Out ofHours,Out ofHours
28/03/2023,LS8 2,LS8 2,DOG BARKING,Out ofHours,Out ofHours
28/03/2023,LS1 6,,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
28/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
28/03/2023,LS2 8,,ALARM,Out ofHours,Out ofHours
28/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
28/03/2023,LS13 4,LS13 4,LOUD MUSIC,Out ofHours,Out ofHours
28/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
28/03/2023,LS17 6,LS17 6,OTHER,Out ofHours,Out ofHours
28/03/2023,LS8 1,LS8 1,DIY,Out ofHours,Out ofHours
28/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
28/03/2023,LS28 7,LS28 7,SHOUTING,Out ofHours,Out ofHours
28/03/2023,LS9 8,LS9 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/03/2023,LS16 5,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/03/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
28/03/2023,LS14 1,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS9 6,,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS10 1,LS10 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS9 9,LS9 9,DOG BARKING,Out ofHours,Out ofHours
29/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS17 5,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS12 3,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/03/2023,LS6 3,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
29/03/2023,LS15 4,LS15 4,SHOUTING,Out ofHours,Out ofHours
29/03/2023,WF10 2,WF10 2,SHOUTING,Out ofHours,Out ofHours
30/03/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS12 3,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS6 1,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/03/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
30/03/2023,LS13 3,LS13 3,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS25 7,LS25 7,DOG BARKING,Out ofHours,Out ofHours
30/03/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS27 9,LS27 9,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/03/2023,LS12 2,LS12 2,OTHER,Out ofHours,Out ofHours
30/03/2023,LS11 8,LS11 8,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS13 3,LS13 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/03/2023,LS13 4,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
30/03/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS9 9,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS12 2,LS12 2,TV,Out ofHours,Out ofHours
30/03/2023,BD4 8,BD4 8,DOG BARKING,Out ofHours,Out ofHours
30/03/2023,LS4 2,LS4 2,SHOUTING,Out ofHours,Out ofHours
30/03/2023,LS26 0,LS26 0,DOG BARKING,Out ofHours,Out ofHours
30/03/2023,LS10 4,,ALARM,Out ofHours,Out ofHours
30/03/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
30/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS14 1,LS14 6,DOG BARKING,Out ofHours,Out ofHours
31/03/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS6 4,LS6 4,PARTY,Out ofHours,Out ofHours
31/03/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS15 8,LS15 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
31/03/2023,LS28 7,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS28 7,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS6 2,LS6 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
31/03/2023,LS17 5,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS6 2,LS6 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
31/03/2023,LS12 2,LS3 1,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS11 8,LS11 8,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
31/03/2023,LS14 5,LS14 5,PARTY,Out ofHours,Out ofHours
31/03/2023,LS14 5,LS14 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/04/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS25 1,LS25 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS25 1,LS25 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS6 3,LS6 3,SHOUTING,Out ofHours,Out ofHours
01/04/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS27 9,LS27 9,SHOUTING,Out ofHours,Out ofHours
01/04/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS17 7,LS17 7,PARTY,Out ofHours,Out ofHours
01/04/2023,LS14 5,LS14 5,PARTY,Out ofHours,Out ofHours
01/04/2023,LS13 4,LS13 4,OTHER,Out ofHours,Out ofHours
01/04/2023,LS10 3,LS10 3,SHOUTING,Out ofHours,Out ofHours
01/04/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS15 9,LS15 9,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS17 5,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS1 6,LS1 6,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS28 5,LS28 5,PARTY,Out ofHours,Out ofHours
01/04/2023,LS12 2,LS12 2,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS20 9,LS20 8,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS8 5,LS8 5,SHOUTING,Out ofHours,Out ofHours
01/04/2023,LS9 7,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/04/2023,LS19 7,LS19 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/04/2023,LS15 0,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS13 3,LS13 3,PARTY,Out ofHours,Out ofHours
01/04/2023,LS8 5,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS13 3,LS13 3,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS13 3,LS13 3,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS6 2,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS12 3,LS12 3,DIY,Out ofHours,Out ofHours
01/04/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS7 1,LS7 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS8 3,LS8 3,DIY,Out ofHours,Out ofHours
01/04/2023,LS5 3,LS5 3,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS7 1,LS7 1,LOUD MUSIC,Out ofHours,Out ofHours
01/04/2023,LS19 7,LS19 7,DIY,Out ofHours,Out ofHours
02/04/2023,LS6 1,LS6 1,PARTY,Out ofHours,Out ofHours
02/04/2023,LS13 2,LS13 2,SHOUTING,Out ofHours,Out ofHours
02/04/2023,LS13 1,LS13 1,LOUD MUSIC,Out ofHours,Out ofHours
02/04/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
02/04/2023,LS12 3,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/04/2023,LS18 5,LS18 5,LOUD MUSIC,Out ofHours,Out ofHours
02/04/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
02/04/2023,LS6 1,,PARTY,Out ofHours,Out ofHours
02/04/2023,LS13 4,LS13 4,DIY,Out ofHours,Out ofHours
02/04/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/04/2023,LS9 8,LS9 8,LOUD MUSIC,Out ofHours,Out ofHours
02/04/2023,LS27 7,LS27 7,DOG BARKING,Out ofHours,Out ofHours
02/04/2023,LS9 8,,SHOUTING,Out ofHours,Out ofHours
02/04/2023,LS8 5,,PARTY,Out ofHours,Out ofHours
02/04/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
02/04/2023,LS11 6,LS11 6,DIY,Out ofHours,Out ofHours
02/04/2023,LS26 0,LS26 0,DOG BARKING,Out ofHours,Out ofHours
02/04/2023,LS12 3,LS12 3,DIY,Out ofHours,Out ofHours
02/04/2023,LS1 4,LS1 4,NOISE ASSOCIATED WITH LICENCED PREMISES,Out ofHours,Out ofHours
02/04/2023,LS9 6,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
02/04/2023,LS13 3,LS13 3,SHOUTING,Out ofHours,Out ofHours
02/04/2023,LS12 5,LS12 5,SHOUTING,Out ofHours,Out ofHours
02/04/2023,LS7 1,LS7 1,LOUD MUSIC,Out ofHours,Out ofHours
02/04/2023,LS16 6,LS16 6,LOUD MUSIC,Out ofHours,Out ofHours
03/04/2023,LS16 5,LS16 5,TV,Out ofHours,Out ofHours
03/04/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
03/04/2023,LS27 7,,DOG BARKING,Out ofHours,Out ofHours
03/04/2023,LS11 7,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
03/04/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
03/04/2023,LS12 2,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/04/2023,LS10 2,LS10 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
03/04/2023,LS12 5,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
03/04/2023,LS10 4,LS10 3,ALARM,Out ofHours,Out ofHours
03/04/2023,LS20 9,LS20 9,LOUD MUSIC,Out ofHours,Out ofHours
03/04/2023,LS8 5,,LOUD MUSIC,Out ofHours,Out ofHours
03/04/2023,BD11 1,BD11 1,ALARM,Out ofHours,Out ofHours
03/04/2023,LS9 6,LS9 6,TV,Out ofHours,Out ofHours
04/04/2023,LS19 7,LS19 7,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS9 7,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS6 1,,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS11 8,LS11 8,TV,Out ofHours,Out ofHours
04/04/2023,LS1 6,LS1 6,PARTY,Out ofHours,Out ofHours
04/04/2023,WF3 1,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/04/2023,LS9 8,LS9 8,TV,Out ofHours,Out ofHours
04/04/2023,LS14 2,,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS16 5,LS16 5,DIY,Out ofHours,Out ofHours
04/04/2023,LS12 1,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS25 7,LS25 7,DOG BARKING,Out ofHours,Out ofHours
04/04/2023,LS12 5,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS15 0,LS15 0,DIY,Out ofHours,Out ofHours
04/04/2023,LS11 7,LS11 7,TV,Out ofHours,Out ofHours
04/04/2023,LS12 2,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/04/2023,LS16 5,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS9 6,LS9 6,SHOUTING,Out ofHours,Out ofHours
04/04/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS10 4,LS10 3,ALARM,Out ofHours,Out ofHours
04/04/2023,LS11 0,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
04/04/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS14 6,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS14 5,LS14 5,LOUD MUSIC,Out ofHours,Out ofHours
04/04/2023,LS15 8,LS15 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/04/2023,LS28 8,,BUILDING SITE,Out ofHours,Out ofHours
05/04/2023,LS18 4,LS18 4,LOUD MUSIC,Out ofHours,Out ofHours
05/04/2023,LS6 3,LS6 3,DIY,Out ofHours,Out ofHours
05/04/2023,LS13 2,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
05/04/2023,LS12 5,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
05/04/2023,LS9 7,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/04/2023,LS6 1,LS6 1,ALARM,Out ofHours,Out ofHours
05/04/2023,LS6 1,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
05/04/2023,LS17 5,,LOUD MUSIC,Out ofHours,Out ofHours
05/04/2023,LS10 4,LS10 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
05/04/2023,LS12 3,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
05/04/2023,LS28 7,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
05/04/2023,WF10 2,WF10 2,LOUD MUSIC,Out ofHours,Out ofHours
06/04/2023,LS15 0,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
