Created,Caller,Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq_Type
03/11/2019,LS3,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
03/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
03/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
03/11/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
03/11/2019,LS11,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS27,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS27,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS14,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
02/11/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS13,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS28,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
02/11/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS27,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS21,NO ANSWER RECORDED,DOG BARKING,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
02/11/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,BD11,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS3,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
02/11/2019,LS10,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
02/11/2019,LS18,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS28,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
02/11/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS18,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
02/11/2019,LS17,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS28,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
02/11/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS17,NO ANSWER RECORDED,DOG BARKING,OutofHours ,OutofHours 
01/11/2019,LS27,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS10,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
01/11/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS16,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS27,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS26,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
01/11/2019,LS16,NO ANSWER RECORDED,DOG BARKING,OutofHours ,OutofHours 
01/11/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS10,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS4,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS4,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
01/11/2019,LS20,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
01/11/2019,LS17,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
01/11/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS12,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
31/10/2019,LS20,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS12,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
31/10/2019,LS7,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
31/10/2019,LS11,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
31/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS12,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
31/10/2019,LS15,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
31/10/2019,LS11,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS16,NO ANSWER RECORDED,TV,OutofHours ,OutofHours 
31/10/2019,N/A,NO ANSWER RECORDED,DOG BARKING,OutofHours ,OutofHours 
31/10/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS4,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
31/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
30/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
30/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS8,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
30/10/2019,N/A,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,Ls6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS11,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
30/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
30/10/2019,LS18,NO ANSWER RECORDED,ALARM,OutofHours ,OutofHours 
30/10/2019,LS7,NO ANSWER RECORDED,ALARM,OutofHours ,OutofHours 
30/10/2019,WF3,NO ANSWER RECORDED,ALARM,OutofHours ,OutofHours 
30/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
29/10/2019,LS14,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
29/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
29/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
29/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
29/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
29/10/2019,LS14,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
29/10/2019,WF3,NO ANSWER RECORDED,ALARM,OutofHours ,OutofHours 
29/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
29/10/2019,LS2,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
29/10/2019,LS16,NO ANSWER RECORDED,TV,OutofHours ,OutofHours 
29/10/2019,LS2,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
29/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
29/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
29/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
29/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
29/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
29/10/2019,LS3,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
29/10/2019,LS10,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
28/10/2019,BD11,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
28/10/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
28/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
28/10/2019,LS14,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
28/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
28/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
28/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
28/10/2019,LS6,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
28/10/2019,LS10,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
28/10/2019,LS11,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
28/10/2019,LS10,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS9,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
27/10/2019,LS28,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS10,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS7,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
27/10/2019,LS8,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
27/10/2019,LS9,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
27/10/2019,LS9,NO ANSWER RECORDED,ALARM,OutofHours ,OutofHours 
27/10/2019,LS6,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
27/10/2019,LS14,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
27/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS9,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
27/10/2019,LS10,NO ANSWER RECORDED,NOISE ASSOCIATED WITH LICENSED PREMISES,OutofHours ,OutofHours 
27/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS10,NO ANSWER RECORDED,NOISE ASSOCIATED WITH LICENSED PREMISES,OutofHours ,OutofHours 
27/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
27/10/2019,LS9,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
27/10/2019,LS7,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
26/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS1,NO ANSWER RECORDED,NOISE ASSOCIATED WITH LICENSED PREMISES,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS13,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS7,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS10,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS11,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
26/10/2019,LS10,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS9,NO ANSWER RECORDED,DOG BARKING,OutofHours ,OutofHours 
26/10/2019,LS5,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS11,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
26/10/2019,LS18,NO ANSWER RECORDED,DOG BARKING,OutofHours ,OutofHours 
26/10/2019,LS19,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS10,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
26/10/2019,LS17,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
26/10/2019,LS10,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
26/10/2019,LS23,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
26/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
26/10/2019,LS20,NO ANSWER RECORDED,DOG BARKING,OutofHours ,OutofHours 
26/10/2019,,NO ANSWER RECORDED,,OutofHours ,OutofHours 
25/10/2019,LS5,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS13,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
25/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS9,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
25/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS22,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS20,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS10,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS1,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
25/10/2019,LS14,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
25/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS26,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
24/10/2019,LS11,NO ANSWER RECORDED,DIY,OutofHours ,OutofHours 
24/10/2019,LS11,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS4,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS12,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
24/10/2019,LS11,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
24/10/2019,LS19,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
24/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS6,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
24/10/2019,LS27,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
24/10/2019,LS2,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
24/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS12,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS14,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
23/10/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
23/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS14,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS11,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS28,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS16,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS9,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
23/10/2019,LS6,NO ANSWER RECORDED,PARTY,OutofHours ,OutofHours 
23/10/2019,,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
23/10/2019,LS10,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
23/10/2019,LS4,NO ANSWER RECORDED,ALARM,OutofHours ,OutofHours 
22/10/2019,LS16,NO ANSWER RECORDED,TV,OutofHours ,OutofHours 
22/10/2019,LS12,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
22/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
22/10/2019,LS3,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
22/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
22/10/2019,LS7,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
22/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
22/10/2019,LS7,NO ANSWER RECORDED,DIY,OutofHours ,OutofHours 
22/10/2019,LS6,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
22/10/2019,LS27,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
22/10/2019,LS2,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
22/10/2019,LS2,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
22/10/2019,LS8,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
21/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
21/10/2019,LS9,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
21/10/2019,LS27,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
21/10/2019,LS7,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
21/10/2019,LS14,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
21/10/2019,LS14,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
21/10/2019,LS6,NO ANSWER RECORDED,SHOUTING,OutofHours ,OutofHours 
21/10/2019,LS12,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
21/10/2019,LS10,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
21/10/2019,LS7,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
21/10/2019,LS7,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
21/10/2019,LS13,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
21/10/2019,LS26,NO ANSWER RECORDED,DOG BARKING,OutofHours ,OutofHours 
21/10/2019,LS10,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
21/10/2019,LS8,NO ANSWER RECORDED,MUSIC,OutofHours ,OutofHours 
21/10/2019,LS6,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
21/10/2019,LS6,NO ANSWER RECORDED,OTHER,OutofHours ,OutofHours 
21/10/2019,LS9,NO ANSWER RECORDED,DIY,OutofHours ,OutofHours 
21/10/2019,LS9,NO ANSWER RECORDED,DIY,OutofHours ,OutofHours 
20/10/2019,LS7,NO ANSWER RECORDED,BANGING ON WALLS/CEILING/FLOOR,OutofHours ,OutofHours 
