Date,Occurrence,Postcode,Sr_Num,Enq_Type,,,
23/05/2015,Music,LS11 0,OutofHours,OutofHours,,,
23/05/2015,Music,LS9 6,OutofHours,OutofHours,,,
23/05/2015,Party,LS9 6,OutofHours,OutofHours,,,
23/05/2015,Music,LS16 7,OutofHours,OutofHours,,,
23/05/2015,Music,LS7 4,OutofHours,OutofHours,,,
23/05/2015,Music,LS28 8,OutofHours,OutofHours,,,
23/05/2015,Music,LS8 5,OutofHours,OutofHours,,,
23/05/2015,Music,LS12 5,OutofHours,OutofHours,,,
23/05/2015,Music,LS12 3,OutofHours,OutofHours,,,
24/05/2015,Music,LS27 8,OutofHours,OutofHours,,,
24/05/2015,Music,ls4 ,OutofHours,OutofHours,,,
24/05/2015,Shouting,LS9 9,OutofHours,OutofHours,,,
24/05/2015,Music,LS4 2,OutofHours,OutofHours,,,
24/05/2015,Music,LS6 2,OutofHours,OutofHours,,,
24/05/2015,Party,LS4 2,OutofHours,OutofHours,,,
24/05/2015,Music,LS18 4,OutofHours,OutofHours,,,
24/05/2015,Shouting,LS28 5,OutofHours,OutofHours,,,
24/05/2015,Party,LS13 3,OutofHours,OutofHours,,,
24/05/2015,Party,LS6 2,OutofHours,OutofHours,,,
24/05/2015,Party,LS4 2,OutofHours,OutofHours,,,
24/05/2015,Party,LS26 8,OutofHours,OutofHours,,,
24/05/2015,Music,LS9 0,OutofHours,OutofHours,,,
24/05/2015,Music,LS9 6,OutofHours,OutofHours,,,
24/05/2015,Music,LS9 7,OutofHours,OutofHours,,,
24/05/2015,Party,LS14 6,OutofHours,OutofHours,,,
24/05/2015,Party,LS19 6,OutofHours,OutofHours,,,
24/05/2015,Music,LS11 9,OutofHours,OutofHours,,,
24/05/2015,Music,LS8 5,OutofHours,OutofHours,,,
24/05/2015,Party,LS11 9,OutofHours,OutofHours,,,
24/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
24/05/2015,Noise associated with licensed premise,LS27 7,OutofHours,OutofHours,,,
24/05/2015,Music,LS28 6,OutofHours,OutofHours,,,
24/05/2015,Music,LS19 6,OutofHours,OutofHours,,,
24/05/2015,Music,LS8 5,OutofHours,OutofHours,,,
24/05/2015,Music,LS6 3,OutofHours,OutofHours,,,
24/05/2015,Music,LS20 8,OutofHours,OutofHours,,,
24/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
24/05/2015,Alarm,LS10 3,OutofHours,OutofHours,,,
24/05/2015,Music,LS9 6,OutofHours,OutofHours,,,
24/05/2015,Music,LS13 2,OutofHours,OutofHours,,,
24/05/2015,Party,LS9 9,OutofHours,OutofHours,,,
24/05/2015,Dog Barking,LS16 6,OutofHours,OutofHours,,,
25/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
25/05/2015,Music,LS7 4,OutofHours,OutofHours,,,
25/05/2015,Shouting,LS13 2,OutofHours,OutofHours,,,
25/05/2015,Music,LS17 6,OutofHours,OutofHours,,,
25/05/2015,Music,LS28 8,OutofHours,OutofHours,,,
25/05/2015,Music,LS17 6,OutofHours,OutofHours,,,
25/05/2015,Music,LS19 6,OutofHours,OutofHours,,,
25/05/2015,Shouting,WF3 2,OutofHours,OutofHours,,,
25/05/2015,Music,LS6 3,OutofHours,OutofHours,,,
25/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
25/05/2015,Music,LS1 6,OutofHours,OutofHours,,,
25/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
25/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
25/05/2015,Music,LS9 7,OutofHours,OutofHours,,,
25/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
25/05/2015,Music,LS9 6,OutofHours,OutofHours,,,
25/05/2015,Dog Barking,LS13 1,OutofHours,OutofHours,,,
25/05/2015,Music,LS9 6,OutofHours,OutofHours,,,
25/05/2015,Music,LS12 1,OutofHours,OutofHours,,,
25/05/2015,Music,LS6 2,OutofHours,OutofHours,,,
25/05/2015,Music,LS10 3,OutofHours,OutofHours,,,
25/05/2015,Music,LS6 4,OutofHours,OutofHours,,,
25/05/2015,Alarm,LS9 6,OutofHours,OutofHours,,,
25/05/2015,Music,LS12 5,OutofHours,OutofHours,,,
25/05/2015,Party,LS1 3,OutofHours,OutofHours,,,
25/05/2015,Music,LS9 7,OutofHours,OutofHours,,,
25/05/2015,Music,LS21 2,OutofHours,OutofHours,,,
25/05/2015,Party,LS7 4,OutofHours,OutofHours,,,
25/05/2015,Music,LS8 5,OutofHours,OutofHours,,,
25/05/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
25/05/2015,Music,LS14 5,OutofHours,OutofHours,,,
25/05/2015,Shouting,LS13 2,OutofHours,OutofHours,,,
26/05/2015,Music,LS8 4,OutofHours,OutofHours,,,
26/05/2015,Music,LS8 5,OutofHours,OutofHours,,,
26/05/2015,Music,LS28 6,OutofHours,OutofHours,,,
26/05/2015,Music,LS6 3,OutofHours,OutofHours,,,
26/05/2015,Music,LS9 8,OutofHours,OutofHours,,,
26/05/2015,Dog Barking,LS10 4,OutofHours,OutofHours,,,
26/05/2015,Music,LS14 1,OutofHours,OutofHours,,,
26/05/2015,Shouting,LS28 9,OutofHours,OutofHours,,,
26/05/2015,Shouting,LS6 1,OutofHours,OutofHours,,,
26/05/2015,Music,LS7 3,OutofHours,OutofHours,,,
26/05/2015,Building site,LS6 1,OutofHours,OutofHours,,,
26/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
26/05/2015,Shouting,LS6 3,OutofHours,OutofHours,,,
26/05/2015,Music,LS4 2,OutofHours,OutofHours,,,
26/05/2015,Building site,LS17 6,OutofHours,OutofHours,,,
26/05/2015,Music,LS9 8,OutofHours,OutofHours,,,
26/05/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
26/05/2015,Music,LS7 4,OutofHours,OutofHours,,,
26/05/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
26/05/2015,Music,LS6 3,OutofHours,OutofHours,,,
26/05/2015,Party,LS4 2,OutofHours,OutofHours,,,
26/05/2015,Music,LS7 1,OutofHours,OutofHours,,,
26/05/2015,Music,LS14 1,OutofHours,OutofHours,,,
26/05/2015,Music,LS13 4,OutofHours,OutofHours,,,
26/05/2015,Building site,LS27 8,OutofHours,OutofHours,,,
26/05/2015,Music,LS7 2,OutofHours,OutofHours,,,
26/05/2015,Music,LS4 2,OutofHours,OutofHours,,,
27/05/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
27/05/2015,Building site,LS2 7,OutofHours,OutofHours,,,
27/05/2015,Music,LS9 7,OutofHours,OutofHours,,,
27/05/2015,Party,LS17 7,OutofHours,OutofHours,,,
27/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
27/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
27/05/2015,Music,LS2 9,OutofHours,OutofHours,,,
27/05/2015,Music,LS10 4,OutofHours,OutofHours,,,
27/05/2015,Shouting,LS6 2,OutofHours,OutofHours,,,
27/05/2015,Music,LS9 ,OutofHours,OutofHours,,,
27/05/2015,Music,LS14 2,OutofHours,OutofHours,,,
27/05/2015,Music,LS13 4,OutofHours,OutofHours,,,
27/05/2015,Music,LS13 4,OutofHours,OutofHours,,,
27/05/2015,Music,LS13 4,OutofHours,OutofHours,,,
27/05/2015,Music,LS13 4,OutofHours,OutofHours,,,
27/05/2015,Music,LS17 5,OutofHours,OutofHours,,,
27/05/2015,Music,LS6 2,OutofHours,OutofHours,,,
27/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
27/05/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
27/05/2015,Music,LS4 2,OutofHours,OutofHours,,,
27/05/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
27/05/2015,Party,LS9 9,OutofHours,OutofHours,,,
27/05/2015,Music,LS27 7,OutofHours,OutofHours,,,
27/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
27/05/2015,Music,LS27 7,OutofHours,OutofHours,,,
27/05/2015,Music,LS4 2,OutofHours,OutofHours,,,
27/05/2015,Music,LS9 7,OutofHours,OutofHours,,,
27/05/2015,Music,LS11 7,OutofHours,OutofHours,,,
27/05/2015,Party,WF12 7,OutofHours,OutofHours,,,
28/05/2015,Music,LS16 7,OutofHours,OutofHours,,,
28/05/2015,Music,LS20 9,OutofHours,OutofHours,,,
28/05/2015,Building site,LS8 2,OutofHours,OutofHours,,,
28/05/2015,Music,LS6 2,OutofHours,OutofHours,,,
28/05/2015,Music,LS9 7,OutofHours,OutofHours,,,
28/05/2015,Music,LS7 3,OutofHours,OutofHours,,,
28/05/2015,Music,LS8 5,OutofHours,OutofHours,,,
28/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
28/05/2015,Music,LS11 6,OutofHours,OutofHours,,,
28/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
28/05/2015,Music,LS11 6,OutofHours,OutofHours,,,
28/05/2015,TV,LS14 1,OutofHours,OutofHours,,,
28/05/2015,Party,LS6 1,OutofHours,OutofHours,,,
28/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
28/05/2015,Music,WF3 1,OutofHours,OutofHours,,,
28/05/2015,Party,LS14 5,OutofHours,OutofHours,,,
28/05/2015,Music,LS1 3,OutofHours,OutofHours,,,
29/05/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
29/05/2015,Music,LS2 4,OutofHours,OutofHours,,,
29/05/2015,Shouting,LS9 7,OutofHours,OutofHours,,,
29/05/2015,Alarm,LS6 1,OutofHours,OutofHours,,,
29/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
29/05/2015,Music,LS8 5,OutofHours,OutofHours,,,
29/05/2015,Alarm,LS6 1,OutofHours,OutofHours,,,
29/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
29/05/2015,Music,LS13 2,OutofHours,OutofHours,,,
29/05/2015,Music,LS6 2,OutofHours,OutofHours,,,
29/05/2015,Dog Barking,LS5 3,OutofHours,OutofHours,,,
29/05/2015,Dog Barking,LS9 0,OutofHours,OutofHours,,,
29/05/2015,Music,LS10 3,OutofHours,OutofHours,,,
29/05/2015,Music,LS6 2,OutofHours,OutofHours,,,
29/05/2015,Music,LS6 4,OutofHours,OutofHours,,,
29/05/2015,Music,LS11 8,OutofHours,OutofHours,,,
29/05/2015,Music,LS14 5,OutofHours,OutofHours,,,
29/05/2015,Music,LS14 5,OutofHours,OutofHours,,,
29/05/2015,Music,LS2 9,OutofHours,OutofHours,,,
29/05/2015,Shouting,LS12 2,OutofHours,OutofHours,,,
29/05/2015,Alarm,LS28 5,OutofHours,OutofHours,,,
29/05/2015,TV,LS9 7,OutofHours,OutofHours,,,
29/05/2015,Music,LS16 6,OutofHours,OutofHours,,,
29/05/2015,Music,LS12 5,OutofHours,OutofHours,,,
29/05/2015,Music,LS8 5,OutofHours,OutofHours,,,
29/05/2015,Party,LS9 9,OutofHours,OutofHours,,,
29/05/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
29/05/2015,Party,LS14 5,OutofHours,OutofHours,,,
29/05/2015,Party,LS27 0,OutofHours,OutofHours,,,
29/05/2015,Music,LS11 8,OutofHours,OutofHours,,,
29/05/2015,Party,LS2 9,OutofHours,OutofHours,,,
30/05/2015,Music,LS14 5,OutofHours,OutofHours,,,
30/05/2015,Alarm,LS11 7,OutofHours,OutofHours,,,
30/05/2015,Music,LS11 6,OutofHours,OutofHours,,,
30/05/2015,Music,LS7 4,OutofHours,OutofHours,,,
30/05/2015,Music,LS4 2,OutofHours,OutofHours,,,
30/05/2015,Music,LS27 7,OutofHours,OutofHours,,,
30/05/2015,Music,LS9 7,OutofHours,OutofHours,,,
30/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
30/05/2015,Music,LS10 4,OutofHours,OutofHours,,,
30/05/2015,Music,LS6 1,OutofHours,OutofHours,,,
30/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
30/05/2015,Music,LS14 5,OutofHours,OutofHours,,,
30/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
30/05/2015,Music,LS12 3,OutofHours,OutofHours,,,
30/05/2015,Music,LS10 4,OutofHours,OutofHours,,,
30/05/2015,Music,LS14 5,OutofHours,OutofHours,,,
30/05/2015,Music,LS12 1,OutofHours,OutofHours,,,
30/05/2015,Music,LS7 4,OutofHours,OutofHours,,,
30/05/2015,Shouting,LS9 7,OutofHours,OutofHours,,,
30/05/2015,Dog Barking,LS5 3,OutofHours,OutofHours,,,
30/05/2015,Music,LS7 4,OutofHours,OutofHours,,,
30/05/2015,Music,LS12 1,OutofHours,OutofHours,,,
30/05/2015,Music,LS7 3,OutofHours,OutofHours,,,
30/05/2015,Music,LS13 4,OutofHours,OutofHours,,,
30/05/2015,Dog Barking,LS25 4,OutofHours,OutofHours,,,
30/05/2015,Dog Barking,LS25 4,OutofHours,OutofHours,,,
30/05/2015,Music,LS14 1,OutofHours,OutofHours,,,
30/05/2015,Music,LS12 2,OutofHours,OutofHours,,,
30/05/2015,Music,LS17 6,OutofHours,OutofHours,,,
30/05/2015,Dog Barking,LS25 4,OutofHours,OutofHours,,,
30/05/2015,Shouting,LS17 6,OutofHours,OutofHours,,,
30/05/2015,Party,LS6 1,OutofHours,OutofHours,,,
30/05/2015,Music,LS7 4,OutofHours,OutofHours,,,
30/05/2015,Music,LS27 7,OutofHours,OutofHours,,,
30/05/2015,Music,BD11 1,OutofHours,OutofHours,,,
30/05/2015,Music,LS17 6,OutofHours,OutofHours,,,
31/05/2015,Music,LS9 7,OutofHours,OutofHours,,,
31/05/2015,Music,LS14 2,OutofHours,OutofHours,,,
31/05/2015,Music,LS26 8,OutofHours,OutofHours,,,
31/05/2015,Party,LS8 2,OutofHours,OutofHours,,,
31/05/2015,Music,LS27 7,OutofHours,OutofHours,,,
31/05/2015,Party,LS8 5,OutofHours,OutofHours,,,
31/05/2015,Music,LS6 4,OutofHours,OutofHours,,,
31/05/2015,Music,LS9 9,OutofHours,OutofHours,,,
31/05/2015,Music,LS9 9,OutofHours,OutofHours,,,
31/05/2015,Alarm,LS16 7,OutofHours,OutofHours,,,
31/05/2015,Music,LS21 2,OutofHours,OutofHours,,,
31/05/2015,Music,LS21 2,OutofHours,OutofHours,,,
31/05/2015,Music,LS13 4,OutofHours,OutofHours,,,
31/05/2015,Music,LS17 5,OutofHours,OutofHours,,,
31/05/2015,Music,LS8 3,OutofHours,OutofHours,,,
31/05/2015,Music,LS2 9,OutofHours,OutofHours,,,
31/05/2015,Shouting,LS17 6,OutofHours,OutofHours,,,
31/05/2015,Music,LS6 2,OutofHours,OutofHours,,,
31/05/2015,Music,LS6 4,OutofHours,OutofHours,,,
31/05/2015,Music,LS11 7,OutofHours,OutofHours,,,
31/05/2015,Music,LS11 7,OutofHours,OutofHours,,,
31/05/2015,Music,LS2 9,OutofHours,OutofHours,,,
01/06/2015,Music,LS28 7,OutofHours,OutofHours,,,
01/06/2015,Music,LS12 1,OutofHours,OutofHours,,,
01/06/2015,Music,LS26 0,OutofHours,OutofHours,,,
01/06/2015,Shouting,LS10 3,OutofHours,OutofHours,,,
01/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
01/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
01/06/2015,Music,LS13 2,OutofHours,OutofHours,,,
01/06/2015,Shouting,LS9 7,OutofHours,OutofHours,,,
01/06/2015,Music,LS8 1,OutofHours,OutofHours,,,
01/06/2015,Music,LS7 2,OutofHours,OutofHours,,,
01/06/2015,Music,LS8 5,OutofHours,OutofHours,,,
01/06/2015,Music,LS9 7,OutofHours,OutofHours,,,
01/06/2015,Music,LS12 2,OutofHours,OutofHours,,,
02/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
02/06/2015,Music,LS9 7,OutofHours,OutofHours,,,
02/06/2015,Music,LS4 2,OutofHours,OutofHours,,,
02/06/2015,Music,LS7 2,OutofHours,OutofHours,,,
02/06/2015,Building site,LS1 2,OutofHours,OutofHours,,,
02/06/2015,Music,LS7 3,OutofHours,OutofHours,,,
02/06/2015,Music,LS9 9,OutofHours,OutofHours,,,
02/06/2015,Dog Barking,LS9 0,OutofHours,OutofHours,,,
02/06/2015,Music,LS27 7,OutofHours,OutofHours,,,
02/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
02/06/2015,Music,LS14 1,OutofHours,OutofHours,,,
02/06/2015,Music,LS2 9,OutofHours,OutofHours,,,
02/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
02/06/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
02/06/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
02/06/2015,Music,LS13 2,OutofHours,OutofHours,,,
02/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
02/06/2015,Music,LS9 7,OutofHours,OutofHours,,,
02/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
03/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
03/06/2015,Building site,BD3 7,OutofHours,OutofHours,,,
03/06/2015,Music,LS27 7,OutofHours,OutofHours,,,
03/06/2015,TV,LS28 7,OutofHours,OutofHours,,,
03/06/2015,Music,LS10 3,OutofHours,OutofHours,,,
03/06/2015,Building site,LS13 4,OutofHours,OutofHours,,,
03/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
03/06/2015,Music,LS10 3,OutofHours,OutofHours,,,
03/06/2015,Music,LS7 3,OutofHours,OutofHours,,,
03/06/2015,Music,LS6 4,OutofHours,OutofHours,,,
03/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
03/06/2015,Music,LS17 7,OutofHours,OutofHours,,,
03/06/2015,Music,LS9 9,OutofHours,OutofHours,,,
03/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
03/06/2015,Dog Barking,LS27 8,OutofHours,OutofHours,,,
03/06/2015,Music,LS17 6,OutofHours,OutofHours,,,
03/06/2015,Music,LS17 7,OutofHours,OutofHours,,,
03/06/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
03/06/2015,Music,LS11,OutofHours,OutofHours,,,
03/06/2015,Music,WF3 2,OutofHours,OutofHours,,,
03/06/2015,Dog Barking,LS11 5,OutofHours,OutofHours,,,
03/06/2015,Music,LS7 3,OutofHours,OutofHours,,,
03/06/2015,Party,LS10 1,OutofHours,OutofHours,,,
03/06/2015,Music,LS11 0,OutofHours,OutofHours,,,
04/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
04/06/2015,Music,LS9 7,OutofHours,OutofHours,,,
04/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
04/06/2015,TV,LS16 5,OutofHours,OutofHours,,,
04/06/2015,Dog Barking,LS12 4,OutofHours,OutofHours,,,
04/06/2015,Music,n/a,OutofHours,OutofHours,,,
04/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
04/06/2015,Music,LS10 2,OutofHours,OutofHours,,,
04/06/2015,TV,LS28 7,OutofHours,OutofHours,,,
04/06/2015,Alarm,LS8 2,OutofHours,OutofHours,,,
04/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
04/06/2015,Music,LS7 4,OutofHours,OutofHours,,,
04/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
04/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
04/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
04/06/2015,Building site,LS13 4,OutofHours,OutofHours,,,
04/06/2015,Music,LS7 3,OutofHours,OutofHours,,,
04/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
04/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
04/06/2015,TV,LS14 1,OutofHours,OutofHours,,,
04/06/2015,Music,LS6 4,OutofHours,OutofHours,,,
04/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
04/06/2015,Party,LS6 2,OutofHours,OutofHours,,,
04/06/2015,Party,LS6 2,OutofHours,OutofHours,,,
04/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
04/06/2015,Music,LS7 4,OutofHours,OutofHours,,,
04/06/2015,Shouting,LS26 8,OutofHours,OutofHours,,,
05/06/2015,Party,LS9 8,OutofHours,OutofHours,,,
05/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
05/06/2015,Music,LS6 3,OutofHours,OutofHours,,,
05/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
05/06/2015,Shouting,LS17 7,OutofHours,OutofHours,,,
05/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
05/06/2015,Music,LS17 7,OutofHours,OutofHours,,,
05/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
05/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
05/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
05/06/2015,Party,LS11 7,OutofHours,OutofHours,,,
05/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
05/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
05/06/2015,Music,LS11 0,OutofHours,OutofHours,,,
05/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
05/06/2015,Party,LS6 2,OutofHours,OutofHours,,,
05/06/2015,Party,LS13 1,OutofHours,OutofHours,,,
05/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
05/06/2015,Music,LS10 3,OutofHours,OutofHours,,,
05/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
05/06/2015,Music,LS8 3,OutofHours,OutofHours,,,
05/06/2015,Music,LS28 8,OutofHours,OutofHours,,,
05/06/2015,Music,LS10 3,OutofHours,OutofHours,,,
05/06/2015,Music,LS21 3,OutofHours,OutofHours,,,
05/06/2015,Music,LS17 5,OutofHours,OutofHours,,,
05/06/2015,Music,LS28 8,OutofHours,OutofHours,,,
05/06/2015,Music,LS28 8,OutofHours,OutofHours,,,
05/06/2015,Shouting,LS27 9,OutofHours,OutofHours,,,
05/06/2015,Music,LS8 3,OutofHours,OutofHours,,,
05/06/2015,Music,LS13 4,OutofHours,OutofHours,,,
05/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
05/06/2015,Music,LS2 9,OutofHours,OutofHours,,,
05/06/2015,Music,LS10 3,OutofHours,OutofHours,,,
05/06/2015,Party,LS11 5,OutofHours,OutofHours,,,
05/06/2015,Music,LS3 1,OutofHours,OutofHours,,,
05/06/2015,Music,LS9 7,OutofHours,OutofHours,,,
05/06/2015,Music,LS13 2,OutofHours,OutofHours,,,
05/06/2015,Party,LS8 2,OutofHours,OutofHours,,,
05/06/2015,Music,LS7 4,OutofHours,OutofHours,,,
05/06/2015,Music,LS9 7,OutofHours,OutofHours,,,
06/06/2015,Music,LS14 6,OutofHours,OutofHours,,,
06/06/2015,Music,LS28 7,OutofHours,OutofHours,,,
06/06/2015,Shouting,LS16 5,OutofHours,OutofHours,,,
06/06/2015,Music,LS14 5,OutofHours,OutofHours,,,
06/06/2015,Shouting,LS13 4,OutofHours,OutofHours,,,
06/06/2015,Music,LS13 4,OutofHours,OutofHours,,,
06/06/2015,Music,LS11 8,OutofHours,OutofHours,,,
06/06/2015,Alarm,LS25 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS11 6,OutofHours,OutofHours,,,
06/06/2015,Party,LS11 5,OutofHours,OutofHours,,,
06/06/2015,Alarm,LS25 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS4 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS7 4,OutofHours,OutofHours,,,
06/06/2015,Music,LS11 0,OutofHours,OutofHours,,,
06/06/2015,Music,LS4 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS15 0,OutofHours,OutofHours,,,
06/06/2015,Party,LS4 2,OutofHours,OutofHours,,,
06/06/2015,Party,LS14 6,OutofHours,OutofHours,,,
06/06/2015,Music,LS4 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS9 8,OutofHours,OutofHours,,,
06/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
06/06/2015,Music,LS8 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
06/06/2015,Music,LS2 9,OutofHours,OutofHours,,,
06/06/2015,Music,LS8 3,OutofHours,OutofHours,,,
06/06/2015,Shouting,LS6 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS9 7,OutofHours,OutofHours,,,
06/06/2015,Music,LS1 6,OutofHours,OutofHours,,,
06/06/2015,Music,LS7 1,OutofHours,OutofHours,,,
06/06/2015,Music,LS6 2,OutofHours,OutofHours,,,
06/06/2015,Party,LS4 2,OutofHours,OutofHours,,,
06/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
06/06/2015,Party,LS9 9,OutofHours,OutofHours,,,
06/06/2015,Music,LS8 5,OutofHours,OutofHours,,,
06/06/2015,Shouting,LS6 2,OutofHours,OutofHours,,,
06/06/2015,Music,Ls7,OutofHours,OutofHours,,,
06/06/2015,Music,LS12 4,OutofHours,OutofHours,,,
06/06/2015,Music,LS28 8,OutofHours,OutofHours,,,
06/06/2015,Music,LS12 3,OutofHours,OutofHours,,,
06/06/2015,Music,LS11 7,OutofHours,OutofHours,,,
06/06/2015,Music,LS12 5,OutofHours,OutofHours,,,
06/06/2015,Alarm,LS16 8,OutofHours,OutofHours,,,
06/06/2015,Music,LS11 6,OutofHours,OutofHours,,,
06/06/2015,Music,LS15 8,OutofHours,OutofHours,,,
06/06/2015,Music,LS6 1,OutofHours,OutofHours,,,
06/06/2015,Music,LS7 4,OutofHours,OutofHours,,,
06/06/2015,Music,LS7 1,OutofHours,OutofHours,,,
06/06/2015,Music,LS16 5,OutofHours,OutofHours,,,
06/06/2015,Music,LS17 5,OutofHours,OutofHours,,,
06/06/2015,Music,LS15 0,OutofHours,OutofHours,,,
06/06/2015,Party,LS14 5,OutofHours,OutofHours,,,
07/06/2015,Party,LS6 3,OutofHours,OutofHours,,,
07/06/2015,Music,LS13 2,OutofHours,OutofHours,,,
07/06/2015,Music,LS28 8,OutofHours,OutofHours,,,
07/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
07/06/2015,Music,LS27 9,OutofHours,OutofHours,,,
07/06/2015,Music,LS17 5,OutofHours,OutofHours,,,
07/06/2015,Music,LS17 5,OutofHours,OutofHours,,,
08/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
08/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS16 6,OutofHours,OutofHours,,,
08/06/2015,Music,LS7 2,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS9 6,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 2,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS17 5,OutofHours,OutofHours,,,
08/06/2015,TV,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS6 3,OutofHours,OutofHours,,,
08/06/2015,Dog Barking,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS10 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS17 5,OutofHours,OutofHours,,,
08/06/2015,Music,LS11 6,OutofHours,OutofHours,,,
08/06/2015,Dog Barking,LS20 9,OutofHours,OutofHours,,,
08/06/2015,Music,LS12 4,OutofHours,OutofHours,,,
08/06/2015,Music,LS7 3,OutofHours,OutofHours,,,
08/06/2015,Party,LS6 1,OutofHours,OutofHours,,,
08/06/2015,Music,LS3 1,OutofHours,OutofHours,,,
08/06/2015,Party,LS6 3,OutofHours,OutofHours,,,
